story_id,person,type,aliases,sentence_id,text,mention_count,word_count,text_prev,text_next,bert_context,is_primary_in_sentence,is_dialogue,count_lexicon,is_subject,is_object,subject_sentences_stem
39,Person-1,protagonist,['man'],33,Many of them were killed and in a little while the Black Douglas and his men were the masters of the castle which by right be-longed to them,1,92.0,But the English were so taken by surprise that they could not do much,As for the woman and her child the Black Douglas would not suffer any one to harm them,But the English were so taken by surprise that they could not do much [SEP] Many of them were killed and in a little while the Black Douglas and his men were the masters of the castle which by right be-longed to them [SEP] As for the woman and her child the Black Douglas would not suffer any one to harm them,0,0,-0.6,0,0,mani kill littl black dougla men master castl right long
39,Person-2,neutral,['child'],28,After a little while she began to sing to her child All at once a gruff voice was heard behind her saying Don't be so sure about that,3,72.0,She was not afraid for in the dark-en-ing twi-light they looked indeed like cattle,She looked around and there stood the Black Douglas himself,She was not afraid for in the dark-en-ing twi-light they looked indeed like cattle [SEP] After a little while she began to sing to her child All at once a gruff voice was heard behind her saying Don't be so sure about that [SEP] She looked around and there stood the Black Douglas himself,1,0,0.0,0,0,littl began sing child gruff voic heard behind say sure
39,Person-2,neutral,['child'],34,As for the woman and her child the Black Douglas would not suffer any one to harm them,3,72.0,Many of them were killed and in a little while the Black Douglas and his men were the masters of the castle which by right be-longed to them,After a while they went back to England and whether the mother made up any more songs about the Black Douglas I cannot tell,Many of them were killed and in a little while the Black Douglas and his men were the masters of the castle which by right be-longed to them [SEP] As for the woman and her child the Black Douglas would not suffer any one to harm them [SEP] After a while they went back to England and whether the mother made up any more songs about the Black Douglas I cannot tell,0,0,-0.8,0,0,woman child black dougla would suffer one harm
39,Person-3,neutral,['Women'],7,Women would tell their chil-dren when they were naughty that the Black Douglas would get them and this would make them very quiet and good,1,59.0,Nothing could frighten an English lad more than to tell him that the Black Douglas was not far away,There was a large cas-tle in Scotland which the English had taken early in the war,Nothing could frighten an English lad more than to tell him that the Black Douglas was not far away [SEP] Women would tell their chil-dren when they were naughty that the Black Douglas would get them and this would make them very quiet and good [SEP] There was a large cas-tle in Scotland which the English had taken early in the war,1,0,0.6,1,0,women would tell chil dren naughti black dougla would get would make quiet good
39,Person-3,neutral,['Women'],26,The woman watched them until the last one had passed around a corner out of sight,1,59.0,of the English soldiers dreamed that they were within many miles of the place,She was not afraid for in the dark-en-ing twi-light they looked indeed like cattle,of the English soldiers dreamed that they were within many miles of the place [SEP] The woman watched them until the last one had passed around a corner out of sight [SEP] She was not afraid for in the dark-en-ing twi-light they looked indeed like cattle,0,0,0.0,0,0,woman watch last one pass around corner sight
38,Person-5,neutral,['master'],78,Then every one was ready to tell how they had seen him wan-der-ing on the hills unfed un-cared for while his master sat at home counting his bags of gold,2,48.0,When they saw the horse all stood still in wonder,Go bring the miser before us said the judges,When they saw the horse all stood still in wonder [SEP] Then every one was ready to tell how they had seen him wan-der-ing on the hills unfed un-cared for while his master sat at home counting his bags of gold [SEP] Go bring the miser before us said the judges,1,0,0.6000000000000001,1,0,everi one readi tell seen wan der ing hill unf un care master sat home count bag gold
38,Person-7,neutral,['boys'],55,The boys threw stones at him the dogs barked at him and in all the world there was no one to pity him,1,23.0,Lame and sick he strolled along the dusty roads glad to find a blade of grass or a thistle,One hot afternoon when no one was upon the street the horse chanced to wander into the market place,Lame and sick he strolled along the dusty roads glad to find a blade of grass or a thistle [SEP] The boys threw stones at him the dogs barked at him and in all the world there was no one to pity him [SEP] One hot afternoon when no one was upon the street the horse chanced to wander into the market place,1,0,-0.4,1,0,boy threw stone dog bark world one piti
39,Person-1,protagonist,['man'],9,The Scot-tish soldiers wanted very much to take it again and the Black Douglas and his men went one day to see what they could do,1,92.0,There was a large cas-tle in Scotland which the English had taken early in the war,It happened to be a hol-i-day and most of the English soldiers in the cas-tle were eating and drinking and having a merry time,There was a large cas-tle in Scotland which the English had taken early in the war [SEP] The Scot-tish soldiers wanted very much to take it again and the Black Douglas and his men went one day to see what they could do [SEP] It happened to be a hol-i-day and most of the English soldiers in the cas-tle were eating and drinking and having a merry time,0,0,0.2,0,0,scot tish soldier want much take black dougla men went one day see could
41,Person-1,protagonist,['Ralph'],48,I cannot tell said Ralph the Rover but I think we are not far from the Inchcape Rock,8,109.0,We must be near the shore,I wish we could hear the good abbot's bell,We must be near the shore [SEP] I cannot tell said Ralph the Rover but I think we are not far from the Inchcape Rock [SEP] I wish we could hear the good abbot's bell,1,0,0.0,0,1,cannot tell said ralph rover think far inchcap rock
41,Person-1,protagonist,['Ralph'],54,cried Ralph the Rover,8,109.0,Oh what a wretch am I,This is what comes of the joke that I played on the good abbot,Oh what a wretch am I [SEP] cried Ralph the Rover [SEP] This is what comes of the joke that I played on the good abbot,1,0,-0.2,0,1,cri ralph rover
41,Person-3,neutral,['Abbot'],4,More than a hundred years ago there lived not far away a kind-heart-ed man who was called the Abbot of Ab-er-broth-ock,7,28.0,Many boats and ships have been wrecked on that rock for it is so near the top of the water that no vessel can sail over it without striking it,It is a pity he said that so many brave sailors should lose their lives on that hidden rock,Many boats and ships have been wrecked on that rock for it is so near the top of the water that no vessel can sail over it without striking it [SEP] More than a hundred years ago there lived not far away a kind-heart-ed man who was called the Abbot of Ab-er-broth-ock [SEP] It is a pity he said that so many brave sailors should lose their lives on that hidden rock,0,0,0.0,0,0,hundr year ago live far away kind heart ed man call abbot ab er broth ock
41,Person-3,neutral,['Abbot'],12,God bless the good Abbot of Ab-er-broth-ock,7,28.0,When they heard the bell ringing they knew just where the rock was and they steered their vessels around it,they all said,When they heard the bell ringing they knew just where the rock was and they steered their vessels around it [SEP] God bless the good Abbot of Ab-er-broth-ock [SEP] they all said,1,0,1.0,0,1,god bless good abbot ab er broth ock
41,Person-4,neutral,['Inch-cape Rock'],1,In the North Sea there is a great rock called the Inch-cape Rock,2,32.0,,It is twelve miles from any land and is covered most of the time with water,[SEP] In the North Sea there is a great rock called the Inch-cape Rock [SEP] It is twelve miles from any land and is covered most of the time with water,1,0,0.6,0,0,north sea great rock call inch cape rock
40,Person-4,neutral,['wife'],19,And shall this man have your fairest daughter for his wife and shall he be your heir,2,55.0,It is true said the king,Yes if he suc-ceeds said the king,It is true said the king [SEP] And shall this man have your fairest daughter for his wife and shall he be your heir [SEP] Yes if he suc-ceeds said the king,0,0,0.4,0,0,shall man fairest daughter wife shall heir
41,Person-1,protagonist,['Ralph'],18,Ralph the Rover was walking on the deck,8,109.0,The ship stood almost still there was hardly a breath of air to fill her sails,He looked out upon the glassy sea,The ship stood almost still there was hardly a breath of air to fill her sails [SEP] Ralph the Rover was walking on the deck [SEP] He looked out upon the glassy sea,1,0,0.0,1,0,ralph rover walk deck
41,Person-1,protagonist,['Ralph'],25,cried Ralph the Rover put out the boat and row me to the Inchcape Rock,8,109.0,Boys,We will play a trick on the old abbot,Boys [SEP] cried Ralph the Rover put out the boat and row me to the Inchcape Rock [SEP] We will play a trick on the old abbot,1,0,-0.2,0,1,cri ralph rover put boat row inchcap rock
41,Person-1,protagonist,['Ralph'],33,The next one that comes this way will not bless the abbot said Ralph the Rover,8,109.0,There was a gur-gling sound as it sank out of sight,Soon a breeze sprang up and the black ship sailed away,There was a gur-gling sound as it sank out of sight [SEP] The next one that comes this way will not bless the abbot said Ralph the Rover [SEP] Soon a breeze sprang up and the black ship sailed away,0,0,0.4,1,0,next one come way bless abbot said ralph rover
41,Person-1,protagonist,['Ralph'],36,For many days Ralph the Rover scoured the seas and many were the ships that he plun-dered,8,109.0,The sea robber laughed as he looked back and saw that there was nothing to mark the place of the hidden rock,At last he chanced to sail back toward the place from which he had started,The sea robber laughed as he looked back and saw that there was nothing to mark the place of the hidden rock [SEP] For many days Ralph the Rover scoured the seas and many were the ships that he plun-dered [SEP] At last he chanced to sail back toward the place from which he had started,1,0,0.0,1,0,mani day ralph rover scour sea mani ship plun dere
41,Person-1,protagonist,['Ralph'],42,Ralph the Rover walked the deck,8,109.0,But in the evening the wind died away and a thick fog came on,He could not see where the ship was going,But in the evening the wind died away and a thick fog came on [SEP] Ralph the Rover walked the deck [SEP] He could not see where the ship was going,1,0,0.0,1,0,ralph rover walk deck
40,Person-2,neutral,['man'],31,Day after day week after week the man kept on saying Then another locust went in and carried away a grain of corn,8,171.0,So one locust went in and carried away a grain of corn then another locust went in and carried away a grain of corn then another locust went in and carried away a grain of corn,A month passed a year passed,So one locust went in and carried away a grain of corn then another locust went in and carried away a grain of corn then another locust went in and carried away a grain of corn [SEP] Day after day week after week the man kept on saying Then another locust went in and carried away a grain of corn [SEP] A month passed a year passed,1,0,0.0,1,0,day day week week man kept say anoth locust went carri away grain corn
40,Person-2,neutral,['man'],36,Man man,8,171.0,said the story-teller they have as yet cleared only one cubit and there are many thousand cubits in the granary,cried the king you will drive me mad,said the story-teller they have as yet cleared only one cubit and there are many thousand cubits in the granary [SEP] Man man [SEP] cried the king you will drive me mad,1,0,0.0,0,0,man man
40,Person-3,neutral,['daughter'],12,The king's daughter was very pretty and there were many young men in that country who were willing to do anything to win her,4,59.0,If any man shall try to tell such a story and then fail he shall have his head cut off,But none of them wanted to lose their heads and so only a few tried for the prize,If any man shall try to tell such a story and then fail he shall have his head cut off [SEP] The king's daughter was very pretty and there were many young men in that country who were willing to do anything to win her [SEP] But none of them wanted to lose their heads and so only a few tried for the prize,0,0,1.0,1,0,king daughter pretti mani young men countri will anyth win
40,Person-3,neutral,['daughter'],39,Take my daughter be my heir rule my kingdom,4,59.0,I can listen to it no longer,But do not let me hear another word about those horrible locusts,I can listen to it no longer [SEP] Take my daughter be my heir rule my kingdom [SEP] But do not let me hear another word about those horrible locusts,1,0,0.0,0,1,take daughter heir rule kingdom
40,Person-3,neutral,['daughter'],41,And so the strange story-teller married the king's daughter,4,59.0,But do not let me hear another word about those horrible locusts,And he lived happily in the land for many years,But do not let me hear another word about those horrible locusts [SEP] And so the strange story-teller married the king's daughter [SEP] And he lived happily in the land for many years,0,0,-0.2,0,1,strang stori teller marri king daughter
40,Person-1,protagonist,['king'],33,At the end of two years the king said How much longer will the locusts be going in and carrying away corn,12,175.0,A month passed a year passed,O king,A month passed a year passed [SEP] At the end of two years the king said How much longer will the locusts be going in and carrying away corn [SEP] O king,1,0,0.0,1,0,end two year king said much longer locust go carri away corn
40,Person-1,protagonist,['king'],37,cried the king you will drive me mad,12,175.0,Man man,I can listen to it no longer,Man man [SEP] cried the king you will drive me mad [SEP] I can listen to it no longer,1,0,-0.8,0,1,cri king drive mad
40,Person-1,protagonist,['king'],43,But his father-in-law the king did not care to listen to any more stories,12,175.0,And he lived happily in the land for many years,,And he lived happily in the land for many years [SEP] But his father-in-law the king did not care to listen to any more stories [SEP],0,0,0.4,1,0,father law king care listen stori
40,Person-2,neutral,['man'],11,If any man shall try to tell such a story and then fail he shall have his head cut off,8,171.0,He added a very hard con-di-tion,The king's daughter was very pretty and there were many young men in that country who were willing to do anything to win her,He added a very hard con-di-tion [SEP] If any man shall try to tell such a story and then fail he shall have his head cut off [SEP] The king's daughter was very pretty and there were many young men in that country who were willing to do anything to win her,1,0,-0.6000000000000001,1,0,man shall tri tell stori fail shall head cut
40,Person-2,neutral,['man'],14,One young man invented a story that lasted three months but at the end of that time he could think of nothing more,8,171.0,But none of them wanted to lose their heads and so only a few tried for the prize,His fate was a warning to others and it was a long time before another story-teller was so rash as to try the king's patience,But none of them wanted to lose their heads and so only a few tried for the prize [SEP] One young man invented a story that lasted three months but at the end of that time he could think of nothing more [SEP] His fate was a warning to others and it was a long time before another story-teller was so rash as to try the king's patience,1,0,0.0,1,0,one young man invent stori last three month end time could think noth
42,Person-2,neutral,"['hawk', 'Sir Hawk']",56,The next moment the poor hawk lay bleeding and dying at its master's feet,11,127.0,With a quick sweep of the sword he struck the bird as it passed,That is what you get for your pains said Genghis Khan,With a quick sweep of the sword he struck the bird as it passed [SEP] The next moment the poor hawk lay bleeding and dying at its master's feet [SEP] That is what you get for your pains said Genghis Khan,1,0,-1.0,1,0,next moment poor hawk lay bleed die master feet
42,Person-2,neutral,"['hawk', 'Sir Hawk']",68,The hawk saved my life,11,127.0,He thought only of the poor dead bird lying on the ground below him,he cried and how did I repay him,He thought only of the poor dead bird lying on the ground below him [SEP] The hawk saved my life [SEP] he cried and how did I repay him,1,0,0.4,1,0,hawk save life
42,Person-3,neutral,['bird'],55,With a quick sweep of the sword he struck the bird as it passed,3,41.0,But the king was looking for this,The next moment the poor hawk lay bleeding and dying at its master's feet,But the king was looking for this [SEP] With a quick sweep of the sword he struck the bird as it passed [SEP] The next moment the poor hawk lay bleeding and dying at its master's feet,1,0,-0.2,0,1,quick sweep sword struck bird pass
42,Person-3,neutral,['bird'],67,He thought only of the poor dead bird lying on the ground below him,3,41.0,He forgot his thirst,The hawk saved my life,He forgot his thirst [SEP] He thought only of the poor dead bird lying on the ground below him [SEP] The hawk saved my life,1,0,-1.0,0,0,thought poor dead bird lie ground
42,Person-3,neutral,['bird'],72,He took the bird up gently and laid it in his hunting bag,3,41.0,He clambered down the bank,Then he mounted his horse and rode swiftly home,He clambered down the bank [SEP] He took the bird up gently and laid it in his hunting bag [SEP] Then he mounted his horse and rode swiftly home,1,0,0.0,0,1,took bird gentli laid hunt bag
42,Person-4,neutral,['friends'],5,Many of his friends were with him,1,17.0,One morning when he was home from the wars he rode out into the woods to have a day's sport,They rode out gayly carrying their bows and arrows,One morning when he was home from the wars he rode out into the woods to have a day's sport [SEP] Many of his friends were with him [SEP] They rode out gayly carrying their bows and arrows,1,0,0.0,0,0,mani friend
42,Person-4,neutral,['friends'],70,He was my best friend and I have killed him,1,17.0,he cried and how did I repay him,He clambered down the bank,he cried and how did I repay him [SEP] He was my best friend and I have killed him [SEP] He clambered down the bank,0,0,0.0,0,0,best friend kill
42,Person-5,neutral,['horse'],29,The king leaped from his horse,2,15.0,In the wet season a swift stream of water always poured down here but now it came only one drop at a time,He took a little silver cup from his hunting bag,In the wet season a swift stream of water always poured down here but now it came only one drop at a time [SEP] The king leaped from his horse [SEP] He took a little silver cup from his hunting bag,0,0,0.0,0,0,king leap hors
42,Person-2,neutral,"['hawk', 'Sir Hawk']",11,On the king's wrist sat his favorite hawk for in those days hawks were trained to hunt,11,127.0,They expected to carry much game home in the evening,At a word from their masters they would fly high up into the air and look around for prey,They expected to carry much game home in the evening [SEP] On the king's wrist sat his favorite hawk for in those days hawks were trained to hunt [SEP] At a word from their masters they would fly high up into the air and look around for prey,0,0,0.4,0,1,king wrist sat favorit hawk day hawk train hunt
42,Person-2,neutral,"['hawk', 'Sir Hawk']",20,His pet hawk had left his wrist and flown away,11,127.0,The day had been warm and the king was very thirsty,It would be sure to find its way home,The day had been warm and the king was very thirsty [SEP] His pet hawk had left his wrist and flown away [SEP] It would be sure to find its way home,1,0,-0.2,1,0,pet hawk left wrist flown away
42,Person-2,neutral,"['hawk', 'Sir Hawk']",38,It was his pet hawk,11,127.0,The king looked up to see who had done this thing,The hawk flew back and forth a few times and then alighted among the rocks by the spring,The king looked up to see who had done this thing [SEP] It was his pet hawk [SEP] The hawk flew back and forth a few times and then alighted among the rocks by the spring,1,0,0.0,0,0,pet hawk
42,Person-2,neutral,"['hawk', 'Sir Hawk']",39,The hawk flew back and forth a few times and then alighted among the rocks by the spring,11,127.0,It was his pet hawk,The king picked up the cup and again held it to catch the trickling drops,It was his pet hawk [SEP] The hawk flew back and forth a few times and then alighted among the rocks by the spring [SEP] The king picked up the cup and again held it to catch the trickling drops,1,0,0.0,1,0,hawk flew back forth time alight among rock spring
42,Person-2,neutral,"['hawk', 'Sir Hawk']",43,But before it had touched his lips the hawk swooped down again and knocked it from his hands,11,127.0,When the cup was half full he lifted it toward his mouth,And now the king began to grow angry,When the cup was half full he lifted it toward his mouth [SEP] But before it had touched his lips the hawk swooped down again and knocked it from his hands [SEP] And now the king began to grow angry,1,0,0.0,1,0,touch lip hawk swoop knock hand
42,Person-2,neutral,"['hawk', 'Sir Hawk']",45,He tried again and for the third time the hawk kept him from drinking,11,127.0,And now the king began to grow angry,The king was now very angry indeed,And now the king began to grow angry [SEP] He tried again and for the third time the hawk kept him from drinking [SEP] The king was now very angry indeed,1,0,0.0,1,0,tri third time hawk kept drink
42,Person-2,neutral,"['hawk', 'Sir Hawk']",52,Now Sir Hawk he said this is the last time,11,127.0,But before he tried to drink he drew his sword,He had hardly spoken before the hawk swooped down and knocked the cup from his hand,But before he tried to drink he drew his sword [SEP] Now Sir Hawk he said this is the last time [SEP] He had hardly spoken before the hawk swooped down and knocked the cup from his hand,0,0,0.0,0,0,sir hawk said last time
42,Person-2,neutral,"['hawk', 'Sir Hawk']",53,He had hardly spoken before the hawk swooped down and knocked the cup from his hand,11,127.0,Now Sir Hawk he said this is the last time,But the king was looking for this,Now Sir Hawk he said this is the last time [SEP] He had hardly spoken before the hawk swooped down and knocked the cup from his hand [SEP] But the king was looking for this,1,0,0.0,1,0,hardli spoken hawk swoop knock cup hand
42,Person-1,protagonist,['king'],32,It took a long time to fill the cup and the king was so thirsty that he could hardly wait,13,139.0,He held it so as to catch the slowly falling drops,At last it was nearly full,He held it so as to catch the slowly falling drops [SEP] It took a long time to fill the cup and the king was so thirsty that he could hardly wait [SEP] At last it was nearly full,1,0,0.0,1,0,took long time fill cup king thirsti could hardli wait
42,Person-1,protagonist,['king'],37,The king looked up to see who had done this thing,13,139.0,The water was all spilled upon the ground,It was his pet hawk,The water was all spilled upon the ground [SEP] The king looked up to see who had done this thing [SEP] It was his pet hawk,1,0,0.0,1,0,king look see done thing
42,Person-1,protagonist,['king'],40,The king picked up the cup and again held it to catch the trickling drops,13,139.0,The hawk flew back and forth a few times and then alighted among the rocks by the spring,This time he did not wait so long,The hawk flew back and forth a few times and then alighted among the rocks by the spring [SEP] The king picked up the cup and again held it to catch the trickling drops [SEP] This time he did not wait so long,1,0,0.0,1,0,king pick cup held catch trickl drop
42,Person-1,protagonist,['king'],44,And now the king began to grow angry,13,139.0,But before it had touched his lips the hawk swooped down again and knocked it from his hands,He tried again and for the third time the hawk kept him from drinking,But before it had touched his lips the hawk swooped down again and knocked it from his hands [SEP] And now the king began to grow angry [SEP] He tried again and for the third time the hawk kept him from drinking,1,0,-0.6,1,0,king began grow angri
42,Person-1,protagonist,['king'],46,The king was now very angry indeed,13,139.0,He tried again and for the third time the hawk kept him from drinking,How do you dare to act so,He tried again and for the third time the hawk kept him from drinking [SEP] The king was now very angry indeed [SEP] How do you dare to act so,1,0,-0.6,1,0,king angri inde
42,Person-1,protagonist,['king'],54,But the king was looking for this,13,139.0,He had hardly spoken before the hawk swooped down and knocked the cup from his hand,With a quick sweep of the sword he struck the bird as it passed,He had hardly spoken before the hawk swooped down and knocked the cup from his hand [SEP] But the king was looking for this [SEP] With a quick sweep of the sword he struck the bird as it passed,1,0,0.0,1,0,king look
42,Person-1,protagonist,['king'],65,The king stopped,13,139.0,It was a huge dead snake of the most poisonous kind,He forgot his thirst,It was a huge dead snake of the most poisonous kind [SEP] The king stopped [SEP] He forgot his thirst,1,0,-0.2,1,0,king stop
41,Person-4,neutral,['Inch-cape Rock'],14,One calm summer day a ship with a black flag happened to sail not far from the Inch-cape Rock,2,32.0,they all said,The ship belonged to a sea robber called Ralph the Rover and she was a terror to all honest people both on sea and shore,they all said [SEP] One calm summer day a ship with a black flag happened to sail not far from the Inch-cape Rock [SEP] The ship belonged to a sea robber called Ralph the Rover and she was a terror to all honest people both on sea and shore,1,0,0.4,0,0,one calm summer day ship black flag happen sail far inch cape rock
41,Person-5,neutral,['Boys'],24,Boys,1,1.0,There were no waves to set it in motion,cried Ralph the Rover put out the boat and row me to the Inchcape Rock,There were no waves to set it in motion [SEP] Boys [SEP] cried Ralph the Rover put out the boat and row me to the Inchcape Rock,1,0,0.0,0,0,boy
42,Person-1,protagonist,['king'],1,Genghis Khan was a great king and warrior,13,139.0,,He led his army into China and Persia and he conquered many lands,[SEP] Genghis Khan was a great king and warrior [SEP] He led his army into China and Persia and he conquered many lands,1,0,0.6,0,0,genghi khan great king warrior
42,Person-1,protagonist,['king'],3,In every country men told about his daring deeds and they said that since Alexander the Great there had been no king like him,13,139.0,He led his army into China and Persia and he conquered many lands,One morning when he was home from the wars he rode out into the woods to have a day's sport,He led his army into China and Persia and he conquered many lands [SEP] In every country men told about his daring deeds and they said that since Alexander the Great there had been no king like him [SEP] One morning when he was home from the wars he rode out into the woods to have a day's sport,0,0,0.0,1,0,everi countri men told dare deed said sinc alexand great king like
42,Person-1,protagonist,['king'],17,The king had often ridden through the woods and he knew all the paths,13,139.0,Toward evening they started for home,So while the rest of the party took the nearest way he went by a longer road through a valley between two mountains,Toward evening they started for home [SEP] The king had often ridden through the woods and he knew all the paths [SEP] So while the rest of the party took the nearest way he went by a longer road through a valley between two mountains,1,0,0.0,1,0,king often ridden wood knew path
42,Person-1,protagonist,['king'],19,The day had been warm and the king was very thirsty,13,139.0,So while the rest of the party took the nearest way he went by a longer road through a valley between two mountains,His pet hawk had left his wrist and flown away,So while the rest of the party took the nearest way he went by a longer road through a valley between two mountains [SEP] The day had been warm and the king was very thirsty [SEP] His pet hawk had left his wrist and flown away,1,0,0.2,1,0,day warm king thirsti
42,Person-1,protagonist,['king'],22,The king rode slowly along,13,139.0,It would be sure to find its way home,He had once seen a spring of clear water near this path-way,It would be sure to find its way home [SEP] The king rode slowly along [SEP] He had once seen a spring of clear water near this path-way,1,0,0.0,1,0,king rode slowli along
43,Person-3,neutral,['horse'],64,Like a bird let loose his horse leaped forward,6,103.0,Paul Revere sprang into the saddle,Away they went,Paul Revere sprang into the saddle [SEP] Like a bird let loose his horse leaped forward [SEP] Away they went,0,0,-0.6,1,0,like bird let loos hors leap forward
43,Person-3,neutral,['horse'],75,They could not see the speeding horse but they heard the clatter of its hoofs far down the road and they understood the cry Up,6,103.0,Illustration The cry awoke the farmers they sprang from their beds and looked out,up,Illustration The cry awoke the farmers they sprang from their beds and looked out [SEP] They could not see the speeding horse but they heard the clatter of its hoofs far down the road and they understood the cry Up [SEP] up,1,0,0.0,0,1,could see speed hors heard clatter hoof far road understood cri
43,Person-4,neutral,['king'],1,The midnight ride of Paul Revere happened a long time ago when this country was ruled by the king of England,4,77.0,,There were thousands of English soldiers in Boston,[SEP] The midnight ride of Paul Revere happened a long time ago when this country was ruled by the king of England [SEP] There were thousands of English soldiers in Boston,0,0,0.0,0,0,midnight ride paul rever happen long time ago countri rule king england
43,Person-4,neutral,['king'],3,The king had sent them there to make the people obey his unjust laws,4,77.0,There were thousands of English soldiers in Boston,These soldiers guarded the streets of the town they would not let any one go out or come in without their leave,There were thousands of English soldiers in Boston [SEP] The king had sent them there to make the people obey his unjust laws [SEP] These soldiers guarded the streets of the town they would not let any one go out or come in without their leave,1,0,-0.4,1,0,king sent make peopl obey unjust law
43,Person-4,neutral,['king'],6,They said We have a right to be free men but the king treats us as slaves,4,77.0,The people did not like this,He makes us pay taxes and gives us nothing in return,The people did not like this [SEP] They said We have a right to be free men but the king treats us as slaves [SEP] He makes us pay taxes and gives us nothing in return,0,0,0.2,1,0,said right free men king treat us slave
43,Person-4,neutral,['king'],11,They said We do not wish to fight against the king but we are free men and he must not send soldiers to oppress us,4,77.0,Brave men left their homes and hurried toward Boston,If the people of Boston must fight for their liberty we will help them,Brave men left their homes and hurried toward Boston [SEP] They said We do not wish to fight against the king but we are free men and he must not send soldiers to oppress us [SEP] If the people of Boston must fight for their liberty we will help them,1,0,0.2,0,0,said wish fight king free men must send soldier oppress us
43,Person-5,neutral,['friend'],24,One day a friend of his who lived in Boston came to see him,2,24.0,He was ready to serve his country in any way that he could,He came very quietly and secretly to escape the soldiers,He was ready to serve his country in any way that he could [SEP] One day a friend of his who lived in Boston came to see him [SEP] He came very quietly and secretly to escape the soldiers,1,0,0.0,1,0,one day friend live boston came see
43,Person-5,neutral,['friend'],34,I will do all that I can said his friend,2,24.0,But you must help me,Well then said Paul Revere you must go back to Boston and watch,But you must help me [SEP] I will do all that I can said his friend [SEP] Well then said Paul Revere you must go back to Boston and watch,0,0,0.0,0,1,said friend
43,Person-2,neutral,['men'],13,These men were not afraid of the king's soldiers,5,102.0,If the people of Boston must fight for their liberty we will help them,Some of them camped in Charlestown Footnote Charles'town,If the people of Boston must fight for their liberty we will help them [SEP] These men were not afraid of the king's soldiers [SEP] Some of them camped in Charlestown Footnote Charles'town,1,0,-0.4,1,0,men afraid king soldier
43,Person-2,neutral,['men'],22,Among the watchers at Charlestown was a brave young man named Paul Revere,5,102.0,When the king's soldiers heard about this powder they made up their minds to go out and get it for themselves,He was ready to serve his country in any way that he could,When the king's soldiers heard about this powder they made up their minds to go out and get it for themselves [SEP] Among the watchers at Charlestown was a brave young man named Paul Revere [SEP] He was ready to serve his country in any way that he could,0,0,0.4,0,0,among watcher charlestown brave young man name paul rever
43,Person-2,neutral,['men'],90,At Lexington not far from Concord there was a sharp fight in which several men were killed,5,102.0,When they reached Concord they burned the courthouse there,This in history is called the Battle of Lexington,When they reached Concord they burned the courthouse there [SEP] At Lexington not far from Concord there was a sharp fight in which several men were killed [SEP] This in history is called the Battle of Lexington,1,0,-0.6,1,0,lexington far concord sharp fight sever men kill
43,Person-2,neutral,['men'],96,It seemed as if every man in the country was after them,5,102.0,All along the road the farmers were waiting for them,And they did not feel themselves safe until they were once more in Boston,All along the road the farmers were waiting for them [SEP] It seemed as if every man in the country was after them [SEP] And they did not feel themselves safe until they were once more in Boston,0,0,0.0,0,0,seem everi man countri
43,Person-3,neutral,['horse'],39,As soon as I see the light I will mount my horse and ride out to give the alarm,6,103.0,I will be here ready,And so it was done,I will be here ready [SEP] As soon as I see the light I will mount my horse and ride out to give the alarm [SEP] And so it was done,0,0,0.0,0,1,soon see light mount hors ride give alarm
43,Person-3,neutral,['horse'],41,When night came Paul Revere was at the riverside with his horse,6,103.0,And so it was done,He looked over toward Boston,And so it was done [SEP] When night came Paul Revere was at the riverside with his horse [SEP] He looked over toward Boston,0,0,0.0,0,0,night came paul rever riversid hors
43,Person-3,neutral,['horse'],52,He walked up and down the river bank leading his horse behind him but he kept his eyes turned always toward the dim dark spot which he knew was the old North Church,6,103.0,Perhaps the soldiers had given up their plan,All at once a light flashed out from the tower,Perhaps the soldiers had given up their plan [SEP] He walked up and down the river bank leading his horse behind him but he kept his eyes turned always toward the dim dark spot which he knew was the old North Church [SEP] All at once a light flashed out from the tower,0,0,0.0,0,1,walk river bank lead hors behind kept eye turn alway toward dim dark spot knew old north church
43,Person-3,neutral,['horse'],58,He spoke to his horse,6,103.0,The soldiers had started,He put his foot in the stirrup,The soldiers had started [SEP] He spoke to his horse [SEP] He put his foot in the stirrup,1,0,0.0,0,0,spoke hors
43,Person-1,protagonist,['Paul Revere'],35,Well then said Paul Revere you must go back to Boston and watch,8,80.0,I will do all that I can said his friend,Watch and as soon as the soldiers are ready to start hang a lantern in the tower of the old North Church,I will do all that I can said his friend [SEP] Well then said Paul Revere you must go back to Boston and watch [SEP] Watch and as soon as the soldiers are ready to start hang a lantern in the tower of the old North Church,1,0,0.0,0,0,well said paul rever must go back boston watch
43,Person-1,protagonist,['Paul Revere'],63,Paul Revere sprang into the saddle,8,80.0,The soldiers would cross the river,Like a bird let loose his horse leaped forward,The soldiers would cross the river [SEP] Paul Revere sprang into the saddle [SEP] Like a bird let loose his horse leaped forward,1,0,0.0,0,0,paul rever sprang saddl
43,Person-1,protagonist,['Paul Revere'],69,shouted Paul Revere,8,80.0,up,The soldiers are coming,up [SEP] shouted Paul Revere [SEP] The soldiers are coming,1,0,0.0,0,0,shout paul rever
