tokens,ner_tags,story_id
"['And' 'then' 'she' 'would' 'say' 'over' 'that' 'sweet' 'poem' 'The'
 'City' 'Pigeon' 'which' 'her' 'mother' 'had' 'given' 'her' 'to' 'get'
 'by' 'heart']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],24
"['Here' 'it' 'is' 'and' 'I' 'hope' 'every' 'one' 'of' 'my' 'little'
 'readers' 'will' 'get' 'it' 'by' 'heart' 'also' 'Why' 'dost' 'thou' 'sit'
 'on' 'the' 'heated' 'eaves' 'And' 'forsake' 'the' 'wood' 'with' 'its'
 'freshened' 'leaves']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],24
"['Why' 'dost' 'thou' 'haunt' 'the' 'sultry' 'street' 'When' 'the' 'paths'
 'of' 'the' 'forest' 'are' 'cool' 'and' 'sweet']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],24
"['How' 'canst' 'thou' 'bear' 'This' 'noise' 'of' 'people' 'this' 'sultry'
 'air']",[0 0 0 1 0 0 0 0 0 0 0],24
"['Thou' 'alone' 'of' 'the' 'feathered' 'race' 'Dost' 'look' 'unscared'
 'on' 'the' 'human' 'face' 'Thou' 'alone' 'with' 'a' 'wing' 'to' 'flee'
 'Dost' 'love' 'with' 'man' 'in' 'his' 'haunts' 'to' 'be' 'And' 'the'
 'gentle' 'dove' 'Has' 'become' 'a' 'name' 'for' 'trust' 'and' 'love']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]",24
['A' 'holy' 'gift' 'is' 'thine' 'sweet' 'bird'],[0 0 0 0 0 0 1],24
"[""Thou'rt"" 'named' 'with' ""childhood's"" 'earliest' 'word']",[0 0 0 0 0 0],24
"[""Thou'rt"" 'linked' 'with' 'all' 'that' 'is' 'fresh' 'and' 'wild' 'In'
 'the' 'prisoned' 'thoughts' 'of' 'the' 'city' 'child' 'And' 'thy'
 'glossy' 'wings' 'Are' 'its' 'brightest' 'image' 'of' 'moving' 'things']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],24
['It' 'is' 'no' 'light' 'chance'],[0 0 0 0 0],24
"['Thou' 'art' 'set' 'apart' 'Wisely' 'by' 'Him' 'who' 'has' 'tamed' 'thy'
 'heart' 'To' 'stir' 'the' 'love' 'for' 'the' 'bright' 'and' 'fair' 'That'
 'else' 'were' 'sealed' 'in' 'this' 'crowded' 'air' 'I' 'sometimes'
 'dream' 'Angelic' 'rays' 'front' 'thy' 'pinions' 'stream']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]",24
"['Come' 'then' 'ever' 'when' 'daylight' 'leaves' 'The' 'page' 'I' 'read'
 'to' 'my' 'humble' 'eaves' 'And' 'wash' 'thy' 'breast' 'in' 'the'
 'hollow' 'spout' 'And' 'murmur' 'thy' 'low' 'sweet' 'music' 'out']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],24
['I' 'hear' 'and' 'see' 'Lessons' 'of' 'heaven' 'sweet' 'bird' 'in' 'thee'],[0 0 0 0 0 0 0 0 1 0 0],24
['Amy'],[0],25
"['Mrs' 'Grove' 'called' 'from' 'the' 'door' 'that' 'opened' 'towards'
 'the' 'garden']",[1 2 0 0 0 0 0 0 0 0 0],25
['But' 'no' 'answer' 'came'],[0 0 0 0],25
"['The' 'sun' 'had' 'set' 'half' 'an' 'hour' 'before' 'and' 'his' 'parting'
 'rays' 'were' 'faintly' 'tinging' 'with' 'gold' 'and' 'purple' 'few'
 'clouds' 'that' 'lay' 'just' 'alone' 'the' 'edge' 'of' 'the' 'western'
 'sky']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
"['In' 'the' 'east' 'the' 'full' 'moon' 'was' 'rising' 'in' 'all' 'her'
 'beauty' 'making' 'pale' 'the' 'stars' 'that' 'were' 'sparking' 'in'
 'the' 'firmament']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
['Where' 'is' 'Amy'],[0 0 0],25
['she' 'asked'],[0 0],25
['Has' 'any' 'one' 'seen' 'her' 'come' 'in'],[0 0 0 0 0 0 0],25
"['I' 'saw' 'her' 'go' 'up' 'stairs' 'with' 'her' 'knitting' 'in' 'her'
 'hand' 'half' 'an' 'hour' 'ago' 'said' ""Amy's"" 'brother' 'who' 'was'
 'busily' 'at' 'work' 'with' 'his' 'knife' 'on' 'a' 'block' 'of' 'pine'
 'wood' 'trying' 'to' 'make' 'a' 'boat']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]",25
"['Mrs' 'Grove' 'went' 'to' 'the' 'foot' 'of' 'the' 'stairs' 'and' 'called'
 'again']",[1 2 0 0 0 0 0 0 0 0 0 0],25
['But' 'there' 'was' 'no' 'reply'],[0 0 0 0 0],25
"['I' 'wonder' 'where' 'the' 'child' 'can' 'be' 'she' 'said' 'to' 'herself'
 'a' 'slight' 'feeling' 'of' 'anxiety' 'crossing' 'her' 'mind']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
['So' 'she' 'went' 'up' 'stairs' 'to' 'looks' 'for' 'her'],[0 0 0 0 0 0 0 0 0],25
"['The' 'door' 'of' ""Amy's"" 'bedroom' 'was' 'shut' 'but' 'on' 'pushing'
 'it' 'open' 'Mrs' 'Grove' 'saw' 'her' 'little' 'girl' 'sitting' 'at'
 'the' 'open' 'window' 'so' 'lost' 'in' 'the' 'beauty' 'of' 'the'
 'moonlit' 'sky' 'and' 'her' 'own' 'thoughts' 'that' 'she' 'did' 'not'
 'hear' 'the' 'noise' 'of' 'her' ""mother's"" 'entrance']","[0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]",25
['Amy' 'said' 'Mrs' 'Grove'],[0 0 1 2],25
['The' 'child' 'started' 'and' 'then' 'said' 'quickly' 'O' 'mother'],[0 1 0 0 0 0 0 0 1],25
['Come' 'and' 'see'],[0 0 0],25
"[""Isn't"" 'it' 'lovely']",[0 0 0],25
['What' 'are' 'you' 'looking' 'at' 'dear'],[0 0 0 0 0 0],25
"['asked' 'Mrs' 'Grove' 'as' 'she' 'sat' 'down' 'by' 'her' 'side' 'and'
 'drew' 'an' 'arm' 'around' 'her']",[0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0],25
"['At' 'the' 'moon' 'and' 'stars' 'and' 'the' 'lake' 'away' 'off' 'by'
 'the' 'hill']",[0 0 0 0 0 0 0 0 0 0 0 0 0],25
"['See' 'what' 'a' 'great' 'road' 'of' 'light' 'lies' 'across' 'the'
 'water']",[0 0 0 0 0 0 0 0 0 0 0],25
"[""Isn't"" 'it' 'beautiful' 'mother']",[0 0 0 1],25
['And' 'it' 'makes' 'me' 'feel' 'so' 'quiet' 'and' 'happy'],[0 0 0 0 0 0 0 0 0],25
['I' 'wonder' 'why' 'it' 'is'],[0 0 0 0 0],25
['Shall' 'I' 'tell' 'you' 'the' 'reason'],[0 0 0 0 0 0],25
['O' 'yes' 'mother' 'dear'],[0 0 1 0],25
['What' 'is' 'the' 'reason'],[0 0 0 0],25
['God' 'made' 'everything' 'that' 'is' 'good' 'and' 'beautiful'],[0 0 0 0 0 0 0 0],25
['O' 'yes' 'I' 'know' 'that'],[0 0 0 0 0],25
"['Good' 'and' 'beautiful' 'for' 'the' 'sake' 'of' 'man' 'because' 'man'
 'is' 'the' 'highest' 'thing' 'of' 'creation' 'and' 'nearest' 'to' 'God']",[0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0],25
"['All' 'things' 'below' 'him' 'were' 'created' 'for' 'his' 'good' 'that'
 'is' 'God' 'made' 'them' 'for' 'him' 'to' 'use' 'in' 'sustaining' 'the'
 'life' 'of' 'his' 'body' 'or' 'the' 'life' 'of' 'his' 'soul']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
"['I' ""don't"" 'see' 'what' 'use' 'I' 'can' 'make' 'of' 'the' 'moon' 'and'
 'stars' 'said' 'Amy']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
"['And' 'yet' 'answered' 'her' 'mother' 'you' 'said' 'only' 'a' 'minute'
 'ago' 'that' 'the' 'beauty' 'of' 'this' 'moon-light' 'evening' 'made'
 'you' 'feel' 'so' 'quiet' 'and' 'happy']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
['O' 'yes'],[0 0],25
"['That' 'is' 'so' 'and' 'you' 'were' 'going' 'to' 'tell' 'me' 'why' 'it'
 'was']",[0 0 0 0 0 0 0 0 0 0 0 0 0],25
"['First' 'said' 'the' 'mother' 'let' 'me' 'remind' 'you' 'that' 'the'
 'moon' 'and' 'stars' 'give' 'us' 'light' 'by' 'night' 'and' 'that' 'if'
 'you' 'happened' 'to' 'be' 'away' 'at' 'a' ""neighbor's"" 'after' 'the'
 'sun' 'went' 'down' 'they' 'would' 'be' 'of' 'great' 'use' 'in' 'showing'
 'you' 'the' 'path' 'home-ward']","[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]",25
"['I' ""didn't"" 'think' 'of' 'that' 'when' 'I' 'spoke' 'of' 'not' 'seeing'
 'what' 'use' 'I' 'could' 'make' 'of' 'the' 'moon' 'and' 'stars' 'Amy'
 'replied']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
"['Her' 'mother' 'went' 'on' 'God' 'made' 'everything' 'that' 'is' 'good'
 'and' 'beautiful' 'for' 'the' 'stake' 'of' 'man' 'as' 'I' 'have' 'just'
 'told' 'you' 'and' 'each' 'of' 'these' 'good' 'and' 'beautiful' 'things'
 'of' 'creation' 'comes' 'to' 'us' 'with' 'a' 'double' 'blessing' 'one'
 'for' 'our' 'bodies' 'and' 'the' 'other' 'for' 'our' 'souls']","[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",25
"['The' 'moon' 'and' 'stars' 'not' 'only' 'give' 'light' 'this' 'evening'
 'to' 'make' 'dark' 'ways' 'plain' 'but' 'their' 'calm' 'presence' 'fills'
 'our' 'souls' 'with' 'peace']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
"['And' 'they' 'do' 'so' 'because' 'all' 'things' 'of' 'nature' 'being'
 'the' 'work' 'of' 'God' 'have' 'in' 'them' 'a' 'likeness' 'of'
 'something' 'in' 'himself' 'not' 'seen' 'by' 'our' 'eyes' 'but' 'felt'
 'in' 'our' 'souls']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
['Do' 'you' 'understand' 'anything' 'of' 'what' 'I' 'mean' 'Amy'],[0 0 0 0 0 0 0 0 0],25
['Just' 'a' 'little' 'only' 'answered' 'the' 'child'],[0 0 0 0 0 0 1],25
"['Do' 'you' 'mean' 'mother' 'dear' 'that' 'God' 'is' 'inside' 'of' 'the'
 'moon' 'and' 'stars' 'and' 'everything' 'else' 'that' 'he' 'has' 'made']",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
"['Not' 'exactly' 'what' 'I' 'mean' 'but' 'that' 'he' 'has' 'so' 'made'
 'them' 'that' 'each' 'created' 'thin' 'is' 'as' 'a' 'mirror' 'in' 'which'
 'our' 'souls' 'may' 'see' 'something' 'of' 'his' 'love' 'and' 'his'
 'wisdom' 'reflected']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
"['In' 'the' 'water' 'we' 'see' 'an' 'image' 'of' 'his' 'truth' 'that' 'if'
 'learned' 'will' 'satisfy' 'our' 'thirsty' 'minds' 'and' 'cleanse' 'us'
 'from' 'impurity']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
"['In' 'the' 'sun' 'we' 'see' 'an' 'image' 'of' 'his' 'love' 'that' 'gives'
 'light' 'and' 'warmth' 'and' 'all' 'beauty' 'and' 'health' 'to' 'our'
 'souls']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
['And' 'what' 'in' 'the' 'moon'],[0 0 0 0 0],25
['asked' 'Amy'],[0 0],25
"['The' 'moon' 'is' 'cold' 'and' 'calm' 'not' 'warm' 'and' 'brilliant'
 'like' 'the' 'sun' 'which' 'tells' 'us' 'of' ""God's"" 'love']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
"['Like' 'truths' 'learned' 'but' 'not' 'made' 'warm' 'and' 'bright' 'by'
 'love' 'it' 'shows' 'us' 'the' 'way' 'in' 'times' 'of' 'darkness']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
['But' 'you' 'are' 'too' 'young' 'to' 'understand' 'much' 'about' 'this'],[0 0 0 0 0 0 0 0 0 0],25
"['Only' 'keep' 'in' 'your' 'memory' 'that' 'every' 'good' 'and'
 'beautiful' 'thing' 'you' 'see' 'being' 'made' 'by' 'God' 'reflects'
 'something' 'of' 'his' 'nature' 'and' 'quality' 'to' 'your' 'soul' 'and'
 'that' 'this' 'is' 'why' 'the' 'lovely' 'the' 'grand' 'the' 'beautiful'
 'the' 'pure' 'and' 'sweet' 'things' 'of' 'nature' 'fill' 'your' 'heart'
 'with' 'peace' 'or' 'delight' 'when' 'you' 'gaze' 'at' 'them']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",25
"['For' 'a' 'little' 'while' 'after' 'this' 'they' 'sat' 'looking' 'out'
 'of' 'the' 'window' 'both' 'feeling' 'very' 'peaceful' 'in' 'the'
 'presence' 'of' 'God' 'and' 'his' 'works']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
"['Then' 'voice' 'was' 'heard' 'below' 'and' 'Amy' 'starting' 'up'
 'exclaimed' 'O' 'there' 'is' 'father']",[0 0 0 0 0 0 0 0 0 0 0 0 0 1],25
"['and' 'taking' 'her' ""mother's"" 'hand' 'went' 'down' 'to' 'meet' 'him']",[0 0 0 0 0 0 0 0 0 0],25
['O' 'Mamma'],[0 0],26
['See' 'that' 'wicked-looking' 'cat' 'on' 'the' 'fence'],[0 0 0 1 0 0 0],26
"[""She'll"" 'have' 'one' 'of' 'those' 'dear' 'little' 'rabbits' 'in' 'a'
 'minute']",[0 0 0 0 0 0 0 1 0 0 0],26
"[""Mattie's"" 'sweet' 'face' 'grew' 'pale' 'with' 'fear' 'and' 'she'
 'trembled' 'all' 'over']",[0 0 0 0 0 0 0 0 0 0 0 0],26
"[""It's"" 'only' 'a' 'picture' 'my' 'dear' 'said' ""Mattie's"" 'mother']",[0 0 0 0 0 0 0 0 1],26
"['The' 'cat' ""can't"" 'get' 'down' 'and' 'so' 'the' 'rabbits' 'are' 'safe']",[0 1 0 0 0 0 0 0 1 0 0],26
"['But' 'it' 'looks' 'as' 'if' 'she' 'could' 'as' 'if' ""she'd"" 'jump'
 'right' 'upon' 'the' 'dear' 'little' 'things']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],26
['I' 'wish' 'there' 'was' 'a' 'big' 'dog' 'like' 'Old' 'Lion' 'there'],[0 0 0 0 0 0 1 0 0 1 0],26
"[""Wouldn't"" 'he' 'make' 'her' 'fly']",[0 0 0 0 0],26
"['But' ""it's"" 'only' 'a' 'picture']",[0 0 0 0 0],26
"['If' 'there' 'was' 'a' 'dog' 'there' 'he' ""couldn't"" 'bark' 'nor'
 'spring' 'at' 'the' 'cat']",[0 0 0 0 1 0 0 0 0 0 0 0 0 1],26
"['Why' ""didn't"" 'the' 'man' 'who' 'made' 'the' 'picture' 'put' 'in' 'a'
 'dog' 'somewhere' 'so' 'that' 'we' 'could' 'see' 'him' 'and' 'know' 'the'
 'rabbits' 'were' 'safe']",[0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0],26
"['Maybe' 'he' ""didn't"" 'think' 'of' 'it' 'said' ""Mattie's"" 'mother']",[0 0 0 0 0 0 0 0 1],26
['I' 'wish' 'he' 'had'],[0 0 0 0],26
"['Perhaps' 'said' 'the' 'mother' 'he' 'wished' 'to' 'teach' 'us' 'this'
 'lesson' 'that' 'as' 'there' 'are' 'evil' 'and' 'hurtful' 'things' 'in'
 'the' 'world' 'we' 'should' 'never' 'be' 'so' 'entirely' 'off' 'of' 'our'
 'guard' 'as' 'the' 'children' 'playing' 'with' 'the' 'rabbits' 'seem'
 'to' 'be']","[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 1 0 0 0]",26
['Dear' 'little' 'things'],[0 0 0],26
['How' 'innocent' 'and' 'happy' 'they' 'are'],[0 0 0 0 0 0],26
['There' 'is' 'not' 'a' 'thought' 'of' 'danger' 'in' 'their' 'minds'],[0 0 0 0 0 0 0 0 0 0],26
"['And' 'yet' 'close' 'by' 'them' 'is' 'a' 'great' 'cat' 'with' 'cruel'
 'eyes' 'ready' 'to' 'spring' 'upon' 'their' 'harmless' 'pets']",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],26
"['Yes' 'I' 'think' 'the' 'artist' 'meant' 'to' 'teach' 'a' 'lesson' 'when'
 'he' 'drew' 'this' 'picture']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],26
['What' 'lesson' 'mother'],[0 0 1],26
['asked' 'Mattie'],[0 1],26
['O' 'I' 'remember' 'she' 'added' 'quickly'],[0 0 0 0 0 0],26
"['You' 'said' 'that' 'it' 'might' 'be' 'to' 'teach' 'us' 'never' 'to' 'be'
 'off' 'of' 'our' 'guard' 'because' 'there' 'are' 'evil' 'and' 'hurtful'
 'things' 'in' 'the' 'world']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],26
"['Yes' 'and' 'that' 'is' 'a' 'lesson' 'which' 'cannot' 'be' 'learned'
 'too' 'early']",[0 0 0 0 0 0 0 0 0 0 0 0],26
"['Baby' 'begins' 'to' 'learn' 'it' 'when' 'he' 'touches' 'the' 'fire'
 'and' 'is' 'burnt' 'when' 'he' 'pulls' 'the' 'cat' 'too' 'hard' 'and'
 'she' 'scratches' 'him' 'when' 'he' 'runs' 'too' 'fast' 'for' 'his'
 'little' 'strength' 'and' 'gets' 'a' 'fall']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],26
"['And' 'children' 'learn' 'it' 'when' 'they' 'venture' 'too' 'near'
 'vicious' 'animal' 'and' 'are' 'kicked' 'or' 'bitten' 'when' 'they'
 'tear' 'their' 'clothes' 'or' 'get' 'their' 'hands' 'and' 'faces'
 'scratched' 'with' 'thorns' 'and' 'briers' 'when' 'they' 'fall' 'from'
 'trees' 'or' 'into' 'the' 'water' 'and' 'in' 'many' 'other' 'ways' 'that'
 'I' 'need' 'not' 'mention']","[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",26
"['And' 'men' 'and' 'women' 'learn' 'it' 'very' 'very' 'often' 'in' 'pains'
 'and' 'sorrows' 'too' 'deep' 'for' 'you' 'to' 'comprehend']",[0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],26
"['Mattie' 'drew' 'a' 'long' 'sigh' 'as' 'she' 'stood' 'before' 'her'
 'mother' 'looking' 'soberly' 'into' 'her' 'face']",[1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],26
"['I' 'wish' 'there' ""wasn't"" 'anything' 'bad' 'in' 'the' 'world' 'she'
 'said']",[0 0 0 0 0 0 0 0 0 0 0],26
['Nothing' 'that' 'could' 'hurt' 'us'],[0 0 0 0 0],26
['Ah' 'dear' 'child'],[0 0 1],26
"['answered' 'the' 'mother' 'her' 'voice' 'echoing' ""Mattie's"" 'sigh'
 'from' 'millions' 'and' 'millions' 'of' 'hearts' 'that' 'wish' 'comes'
 'up' 'daily']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],26
"['But' 'we' 'have' 'this' 'to' 'cheer' 'us' 'if' 'we' 'stand' 'on' 'guard'
 'if' 'we' 'are' 'watchful' 'as' 'well' 'as' 'innocent' 'we' 'shall'
 'rarely' 'get' 'hurt']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],26
"['It' 'is' 'the' 'careless' 'and' 'the' 'thoughtless' 'that' 'harm'
 'reaches']",[0 0 0 0 0 0 0 0 0 0],26
"['And' 'so' 'we' 'must' 'always' 'be' 'on' 'guard' 'said' 'Mattie' 'still'
 'looking' 'very' 'sober']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0],26
['There' 'is' 'no' 'other' 'way' 'my' 'child'],[0 0 0 0 0 0 1],26
"['On' 'guard' 'is' 'the' 'watchword' 'of' 'safety' 'for' 'us' 'all'
 'young' 'and' 'old']",[0 0 0 0 0 0 0 0 0 0 0 0 0],26
"['But' 'the' 'harm' 'that' 'comes' 'from' 'the' 'outside' 'is' 'of'
 'small' 'account' 'compared' 'with' 'the' 'harm' 'that' 'comes' 'from'
 'within']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],26
['From' 'within' 'mother'],[0 0 1],26
['How' 'can' 'harm' 'could' 'from' 'within'],[0 0 0 0 0 0],26
['You' 'read' 'about' 'the' 'hawk' 'among' 'the' 'birds'],[0 0 0 0 1 0 0 1],26
['Yes' 'yes' 'O' 'now' 'I' 'understand' 'what' 'you' 'mean'],[0 0 0 0 0 0 0 0 0],26
['Bad' 'thoughts' 'and' 'feelings' 'can' 'do' 'us' 'harm'],[0 0 0 0 0 0 0 0],26
"['Yes' 'and' 'the' 'hurt' 'is' 'deeper' 'and' 'more' 'deadly' 'than' 'any'
 'bodily' 'harm' 'for' 'it' 'is' 'done' 'to' 'the' 'soul']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],26
"['These' 'rabbits' 'are' 'like' 'good' 'and' 'innocent' 'things' 'of'
 'the' 'mind' 'and' 'the' 'cat' 'like' 'evil' 'and' 'cruel' 'things']",[0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],26
"['If' 'you' 'do' 'not' 'keep' 'watch' 'in' 'some' 'unguarded' 'moment'
 'angry' 'passions' 'evil' 'arise' 'and' 'hurt' 'or' 'destroy' 'your'
 'good' 'affections' 'just' 'as' 'this' 'cat' 'if' 'she' 'were' 'real'
 'would' 'tear' 'or' 'kill' 'the' 'tender' 'rabbits']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1],26
['O' 'mother'],[0 1],26
['Is' 'it' 'as' 'bad' 'as' 'that'],[0 0 0 0 0 0],26
['said' 'Mattie'],[0 1],26
['Yes' 'my' 'dear' 'just' 'as' 'bad' 'as' 'that'],[0 0 0 0 0 0 0 0],26
"['And' 'when' 'any' 'of' 'these' 'good' 'and' 'innocent' 'feelings' 'are'
 'destroyed' 'by' 'anger' 'hatred' 'jealousy' 'envy' 'revenge' 'and' 'the'
 'like' 'then' 'just' 'so' 'much' 'of' 'heavenly' 'good' 'dies' 'in' 'us'
 'and' 'just' 'so' 'far' 'do' 'we' 'come' 'under' 'the' 'power' 'of'
 'what' 'is' 'evil' 'and' 'hurtful']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]",26
"['Then' 'we' 'turn' 'aside' 'from' 'safe' 'and' 'pleasant' 'ways' 'and'
 'walk' 'among' 'briers' 'and' 'thorns']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],26
['Dear' 'Mattie'],[0 1],26
"['consider' 'well' 'the' 'lesson' 'of' 'this' 'picture' 'and' 'set' 'a'
 'watch' 'over' 'your' 'heart' 'daily']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],26
['But' 'watching' 'is' 'not' 'all'],[0 0 0 0 0],26
['We' 'are' 'told' 'in' 'the' 'Bible' 'to' 'pray' 'as' 'well' 'as' 'watch'],[0 0 0 0 0 0 0 0 0 0 0 0],26
"['All' 'of' 'us' 'young' 'and' 'old' 'must' 'do' 'this' 'if' 'we' 'would'
 'be' 'in' 'safety' 'for' 'human' 'will' 'and' 'human' 'effort' 'would'
 'all' 'be' 'in' 'vain' 'to' 'overcome' 'evil' 'if' 'divine' 'strength'
 'did' 'not' 'flow' 'into' 'them']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],26
"['And' 'unless' 'we' 'desire' 'and' 'pray' 'for' 'this' 'divine'
 'strength' 'we' 'cannot' 'receive' 'it']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],26
"['In' 'Rome' 'there' 'was' 'once' 'a' 'poor' 'slave' 'whose' 'name' 'was'
 'Androclus']",[0 0 0 0 0 0 0 0 0 0 0 1],27
"['His' 'master' 'was' 'a' 'cruel' 'man' 'and' 'so' 'unkind' 'to' 'him'
 'that' 'at' 'last' 'Androclus' 'ran' 'away']",[0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0],27
"['He' 'hid' 'himself' 'in' 'a' 'wild' 'wood' 'for' 'many' 'days' 'but'
 'there' 'was' 'no' 'food' 'to' 'be' 'found' 'and' 'he' 'grew' 'so' 'weak'
 'and' 'sick' 'that' 'he' 'thought' 'he' 'should' 'die']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],27
"['So' 'one' 'day' 'he' 'crept' 'into' 'a' 'cave' 'and' 'lay' 'down' 'and'
 'soon' 'he' 'was' 'fast' 'asleep']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],27
['After' 'a' 'while' 'a' 'great' 'noise' 'woke' 'him' 'up'],[0 0 0 0 0 0 0 0 0],27
"['A' 'lion' 'had' 'come' 'into' 'the' 'cave' 'and' 'was' 'roaring'
 'loudly']",[0 1 0 0 0 0 0 0 0 0 0],27
