storyID,judul,sentenceID,sentence,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion,purity,degradation,liberty,oppression
29,A Story of Robin Hood,58,Just then an old man came in.,0,0,1,0,0,0,0,0,0,0,0,0
29,A Story of Robin Hood,59,"He was dressed in rich clothing, but was bent with age, and was feeble and gray.",0,0,0,0,0,0,0,0,0,0,0,0
29,A Story of Robin Hood,60,By his side walked a fair young girl.,0,0,1,0,0,0,0,0,0,0,0,0
29,A Story of Robin Hood,61,"Her cheeks were very pale, and her eyes were full of tears.",0,0,0,0,0,0,0,0,0,0,0,0
29,A Story of Robin Hood,62,"""This is no match,"" said Robin. """,0,0,0,0,0,0,0,0,0,0,0,0
29,A Story of Robin Hood,63,"Let the bride choose for herself.""",0,0,0,0,0,0,0,0,0,0,0,0
29,A Story of Robin Hood,64,"Then he put his horn to his lips, and blew three times.",0,0,0,0,0,0,0,0,0,0,0,0
29,A Story of Robin Hood,65,"The very next minute, four and twenty men, all dressed in green, and carrying long bows in their hands, came running across the fields.",0,0,0,0,0,0,0,0,0,0,0,0
29,A Story of Robin Hood,66,"And as they marched into the church, all in a row, the fore-most among them was Allin-a-Dale.",0,0,0,0,0,0,0,0,0,0,0,0
29,A Story of Robin Hood,67,"""Now whom do you choose?""",0,0,0,0,0,0,0,0,0,0,0,0
29,A Story of Robin Hood,68,said Robin to the maiden.,0,0,0,0,0,0,0,0,0,0,0,0
29,A Story of Robin Hood,69,"""I choose Allin-a-Dale,"" she said, blushing.",0,0,0,0,0,0,0,0,0,0,0,0
29,A Story of Robin Hood,70,"""And Allin-a-Dale you shall have,"" said Robin; ""and he that takes you from Allin-a-Dale shall find that he has Robin Hood to deal with.""",0,0,0,0,0,0,0,0,0,0,0,0
29,A Story of Robin Hood,71,"And so the fair maiden and Allin-a-Dale were married then and there, and the rich old man went home in a great rage.",0,0,1,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,1,Once there was a war between the Roman people and the E-trus´cans who lived in the towns on the other side of the Ti-ber River.,0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,2,"Por´se-na, the King of the E-trus-cans, raised a great army, and marched toward Rome.",0,0,0,0,0,0,1,0,0,0,0,0
30,Horatius at the Bridge,3,The city had never been in so great danger.,0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,4,"The Romans did not have very many fighting men at that time, and they knew that they were not strong enough to meet the Etruscans in open battle.",0,1,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,5,"So they kept themselves inside of their walls, and set guards to watch the roads.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,6,One morning the army of Por-se-na was seen coming over the hills from the north.,0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,7,"There were thousands of horsemen and footmen, and they were marching straight toward the wooden bridge which spanned the river at Rome.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,8,"""What shall we do?""",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,9,"said the white-haired Fathers who made the laws for the Roman people. """,0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,10,"If they once gain the bridge, we cannot hinder them from crossing; and then what hope will there be for the town?""",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,11,"Now, among the guards at the bridge, there was a brave man named Ho-ra´ti-us.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,12,"He was on the farther side of the river, and when he saw that the Etruscans were so near, he called out to the Romans who were behind him.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,13,"""Hew down the bridge with all the speed that you can!""",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,14,"he cried. """,0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,15,"I, with the two men who stand by me, will keep the foe at bay.""",0,0,0,0,1,0,0,0,0,0,0,0
30,Horatius at the Bridge,16,"Then, with their shields before them, and their long spears in their hands, the three brave men stood in the road, and kept back the horsemen whom Porsena had sent to take the bridge.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,17,On the bridge the Romans hewed away at the beams and posts.,0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,18,"Their axes rang, the chips flew fast; and soon it trembled, and was ready to fall.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,19,"""Come back!",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,20,"come back, and save your lives!""",1,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,21,they cried to Ho-ra-ti-us and the two who were with him.,0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,22,But just then Porsena's horsemen dashed toward them again.,0,0,1,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,23,"""Run for your lives!""",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,24,"said Horatius to his friends. """,0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,25,"I will keep the road.""",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,26,"They turned, and ran back across the bridge.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,27,They had hardly reached the other side when there was a crashing of beams and timbers.,0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,28,"The bridge toppled over to one side, and then fell with a great splash into the water.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,29,"When Horatius heard the sound, he knew that the city was safe.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,30,"With his face still toward Porsena's men, he moved slowly back-ward till he stood on the river's bank.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,31,A dart thrown by one of Porsena's soldiers put out his left eye; but he did not falter.,0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,32,"He cast his spear at the fore-most horseman, and then he turned quickly around.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,33,"He saw the white porch of his own home among the trees on the other side of the stream;
 
  He leaped into the deep, swift stream.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,34,"He still had his heavy armor on; and when he sank out of sight, no one thought that he would ever be seen again.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,35,"But he was a strong man, and the best swimmer in Rome.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,36,The next minute he rose.,0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,37,"He was half-way across the river, and safe from the spears and darts which Porsena's soldiers hurled after him.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,38,"Soon he reached the farther side, where his friends stood ready to help him.",1,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,39,Shout after shout greeted him as he climbed upon the bank.,0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,40,"Then Porsena's men shouted also, for they had never seen a man so brave and strong as Horatius.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,41,"He had kept them out of Rome, but he had done a deed which they could not help but praise.",1,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,42,"As for the Romans, they were very grateful to Horatius for having saved their city.",1,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,43,"They called him Horatius Co´cles, which meant the ""one-eyed Horatius,"" because he had lost an eye in defending the bridge; they caused a fine statue of brass to be made in his honor; and they gave him as much land as he could plow around in a day.",0,0,0,0,0,0,0,0,0,0,0,0
30,Horatius at the Bridge,44,And for hundreds of years afterwards--,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,1,I. THE THREE QUESTIONS.,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,2,There was once a king of England whose name was John.,0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,3,"He was a bad king; for he was harsh and cruel to his people, and so long as he could have his own way, he did not care what became of other folks.",1,1,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,4,He was the worst king that England ever had.,0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,5,"Now, there was in the town of Can´ter-bur-y a rich old abbot who lived in grand style in a great house called the Abbey.",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,6,"Every day a hundred noble men sat down with him to dine; and fifty brave knights, in fine velvet coats and gold chains, waited upon him at his table.",0,0,0,0,0,0,0,0,0,0,0,1
31,King John and the Abbot,7,"When King John heard of the way in which the abbot lived, he made up his mind to put a stop to it.",0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,8,So he sent for the old man to come and see him.,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,9,"""How now, my good abbot?""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,10,"he said. """,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,11,I hear that you keep a far better house than I. How dare you do such a thing?,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,12,Don't you know that no man in the land ought to live better than the king?,0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,13,"And I tell you that no man shall.""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,14,"""O king!""",0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,15,"said the abbot, ""I beg to say that I am spending nothing but what is my own.",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,16,"I hope that you will not think ill of me for making things pleasant for my friends and the brave knights who are with me.""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,17,"""Think ill of you?""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,18,"said the king. """,0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,19,How can I help but think ill of you?,1,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,20,All that there is in this broad land is mine by right; and how do you dare to put me to shame by living in grander style than I?,0,0,0,0,0,0,0,0,0,1,0,0
31,King John and the Abbot,21,"One would think that you were trying to be king in my place.""",0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,22,"""Oh, do not say so!""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,23,"said the abbot ""For I""--
 
  ""Not another word!""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,24,"cried the king. """,0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,25,"Your fault is plain, and unless you can answer me three questions, your head shall be cut off, and all your riches shall be mine.""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,26,"""I will try to answer them, O king!""",0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,27,said the abbot.,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,28,"""Well, then,"" said King John, ""as I sit here with my crown of gold on my head, you must tell me to within a day just how long I shall live.",0,0,1,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,29,"Sec-ond-ly, you must tell me how soon I shall ride round the whole world; and lastly, you shall tell me what I think.""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,30,"""O king!""",0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,31,"said the abbot, ""these are deep, hard questions, and I cannot answer them just now.",0,0,1,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,32,"But if you will give me two weeks to think about them, I will do the best that I can.""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,33,"""Two weeks you shall have,"" said the king; ""but if then you fail to answer me, you shall lose your head, and all your lands shall be mine.""",0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,34,The abbot went away very sad and in great fear.,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,35,He first rode to Oxford.,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,36,"Here was a great school, called a u-ni-ver´si-ty, and he wanted to see if any of the wise pro-fess-ors could help him.",1,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,37,"But they shook their heads, and said that there was nothing about King John in any of their books.",0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,38,"Then the abbot rode down to Cam-bridge, where there was another u-ni-ver-si-ty.",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,39,But not one of the teachers in that great school could help him.,1,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,40,"At last, sad and sor-row-ful, he rode toward home to bid his friends and his brave knights good-by.",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,41,For now he had not a week to live.,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,42,II.,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,43,THE THREE ANSWERS.,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,44,"As the abbot was riding up the lane which led to his grand house, he met his shep-herd going to the fields.",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,45,"""Welcome home, good master!""",0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,46,"cried the shepherd. """,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,47,"What news do you bring us from great King John?""",0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,48,"""Sad news, sad news,"" said the abbot; and then he told him all that had happened.",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,49,"""Cheer up, cheer up, good master,"" said the shepherd. """,0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,50,Have you never yet heard that a fool may teach a wise man wit?,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,51,"I think I can help you out of your trouble.""",1,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,52,"""You help me!""",1,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,53,"cried the abbot ""How?",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,54,"how?""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,55,"""Well,"" answered the shepherd, ""you know that everybody says that I look just like you, and that I have some-times been mis-tak-en for you.",0,0,1,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,56,"So, lend me your servants and your horse and your gown, and I will go up to London and see the king.",0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,57,"If nothing else can be done, I can at least die in your place.""",0,1,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,58,"""My good shepherd,"" said the abbot, ""you are very, very kind; and I have a mind to let you try your plan.",1,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,59,"But if the worst comes to the worst, you shall not die for me.",0,1,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,60,"I will die for myself.""",0,1,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,61,So the shepherd got ready to go at once.,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,62,He dressed himself with great care.,1,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,63,"Over his shepherd's coat he threw the abbot's long gown, and he bor-rowed the abbot's cap and golden staff.",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,64,"When all was ready, no one in the world would have thought that he was not the great man himself.",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,65,"Then he mounted his horse, and with a great train of servants set out for London.",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,66,Of course the king did not know him.,0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,67,"""Welcome, Sir Abbot!""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,68,"he said. """,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,69,It is a good thing that you have come back.,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,70,"But, prompt as you are, if you fail to answer my three questions, you shall lose your head.""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,71,"""I am ready to answer them, O king!""",0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,72,said the shepherd.,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,73,"""Indeed, indeed!""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,74,"said the king, and he laughed to himself. """,0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,75,"Well, then, answer my first question: How long shall I live?",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,76,"Come, you must tell me to the very day.""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,77,"""You shall live,"" said the shepherd, ""until the day that you die, and not one day longer.",0,1,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,78,"And you shall die when you take your last breath, and not one moment before.""",0,1,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,79,The king laughed.,0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,80,"""You are witty, I see,"" he said. """,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,81,"But we will let that pass, and say that your answer is right.",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,82,"And now tell me how soon I may ride round the world.""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,83,"""You must rise with the sun,"" said the shepherd, ""and you must ride with the sun until it rises again the next morning.",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,84,"As soon as you do that, you will find that you have ridden round the world in twenty-four hours.""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,85,"The king laughed again. """,0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,86,"Indeed,"" he said, ""I did not think that it could be done so soon.",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,87,"You are not only witty, but you are wise, and we will let this answer pass.",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,88,"And now comes my third and last question: What do I think?""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,89,"""That is an easy question,"" said the shepherd. """,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,90,"You think that I am the Abbot of Can-ter-bur-y. But, to tell you the truth, I am only his poor shepherd, and I have come to beg your pardon for him and for me.""",0,0,1,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,91,"And with that, he threw off his long gown.",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,92,The king laughed loud and long.,0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,93,"""A merry fellow you are,"" said he, ""and you shall be the Abbot of Canterbury in your master's place.""",0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,94,"""O king!",0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,95,"that cannot be,"" said the shepherd; ""for I can neither read nor write.""",0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,96,"""Very well, then,"" said the king, ""I will give you something else to pay you for this merry joke.",0,0,0,0,0,0,1,0,0,0,0,0
31,King John and the Abbot,97,I will give you four pieces of silver every week as long as you live.,0,0,0,0,0,0,0,0,0,0,0,0
31,King John and the Abbot,98,"And when you get home, you may tell the old abbot that you have brought him a free pardon from King John.""",0,0,0,0,0,0,1,0,0,0,1,0
32,Maximilian and the Goose Boy,1,One summer day King Max-i-mil´ian of Ba-va´ri-a was walking in the country.,0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,2,"The sun shone hot, and he stopped under a tree to rest.",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,3,It was very pleasant in the cool shade.,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,4,"The king lay down on the soft grass, and looked up at the white clouds sailing across the sky.",0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,5,Then he took a little book from his pocket and tried to read.,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,6,But the king could not keep his mind on his book.,0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,7,"Soon his eyes closed, and he was fast asleep.",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,8,It was past noon when he awoke.,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,9,"He got up from his grassy bed, and looked around.",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,10,"Then he took his cane in his hand, and started for home.",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,11,"When he had walked a mile or more, he happened to think of his book.",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,12,He felt for it in his pocket.,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,13,It was not there.,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,14,He had left it under the tree.,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,15,"The king was already quite tired, and he did not like to walk back so far.",0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,16,But he did not wish to lose the book.,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,17,What should he do?,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,18,If there was only some one to send for it!,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,19,"While he was thinking, he happened to see a little bare-foot-ed boy in the open field near the road.",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,20,"He was tending a large flock of geese that were picking the short grass, and wading in a shallow brook.",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,21,The king went toward the boy.,0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,22,He held a gold piece in his hand.,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,23,"""My boy,"" he said, ""how would you like to have this piece of money?""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,24,"""I would like it,"" said the boy; ""but I never hope to have so much.""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,25,"""You shall have it if you will run back to the oak tree at the second turning of the road, and fetch me the book that I left there.""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,26,The king thought that the boy would be pleased.,0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,27,But not so.,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,28,"He turned away, and said, ""I am not so silly as you think.""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,29,"""What do you mean?""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,30,"said the king. """,0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,31,"Who says that you are silly?""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,32,"""Well,"" said the boy, ""you think that I am silly enough to believe that you will give me that gold piece for running a mile, and fetch-ing you a book.",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,33,"You can't catch me.""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,34,"""But if I give it to you now, perhaps you will believe me,"" said the king; and he put the gold piece into the little fellow's hand.",0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,35,The boy's eyes spar-kled; but he did not move.,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,36,"""What is the matter now?""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,37,"said the king. """,0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,38,"Won't you go?""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,39,"The boy said, ""I would like to go; but I can't leave the geese.",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,40,"They will stray away, and then I shall be blamed for it.""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,41,"""Oh, I will tend them while you are away,"" said the king.",0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,42,"The boy laughed. """,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,43,"I should like to see you tending them!""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,44,"he said. """,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,45,"Why, they would run away from you in a minute.""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,46,"""Only let me try,"" said the king.",0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,47,"At last the boy gave the king his whip, and started off.",0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,48,"He had gone but a little way, when he turned and came back.",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,49,"""What is the matter now?""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,50,said Max-i-mil-ian.,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,51,"""Crack the whip!""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,52,"The king tried to do as he was bidden, but he could not make a sound.",0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,53,"""I thought as much,"" said the boy. """,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,54,"You don't know how to do anything.""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,55,"Then he took the whip, and gave the king lessons in whip cracking. """,0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,56,"Now you see how it is done,"" he said, as he handed it back. """,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,57,"If the geese try to run away, crack it loud.""",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,58,The king laughed.,0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,59,He did his best to learn his lesson; and soon the boy again started off on his errand.,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,60,"Maximilian sat down on a stone, and laughed at the thought of being a goose-herd.",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,61,But the geese missed their master at once.,0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,62,"With a great cac-kling and hissing they went, half flying, half running, across the meadow.",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,63,"The king ran after them, but he could not run fast.",0,0,0,0,0,0,1,0,0,0,0,0
32,Maximilian and the Goose Boy,64,"He tried to crack the whip, but it was of no use.",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,65,The geese were soon far away.,0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,66,"What was worse, they had gotten into a garden, and were feeding on the tender veg-e-ta-bles.",1,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,67,"A few minutes after-ward, the goose boy came back with the book.",0,0,0,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,68,"""Just as I thought,"" he said. """,0,0,1,0,0,0,0,0,0,0,0,0
32,Maximilian and the Goose Boy,69,"I have found the book, and you have lost the geese.""",0,0,0,0,0,0,0,0,0,0,0,0
